"Year","Count","spCov_107","spCov_119","spCov_133","spCov_13","spCov_33","spCov_3","spCov_45","spCov_57","spCov_83","present","spCov_107_scale","spCov_119_scale","spCov_133_scale","spCov_13_scale","spCov_33_scale","spCov_3_scale","spCov_45_scale","spCov_57_scale","spCov_83_scale"
1994,0,-69.2157615478542,-65.1829211093002,-60.9925426411038,-58.7215732539828,-69.0204241197711,-13.0629968236105,-65.279322077914,-70.0703629295065,-71.5174875726857,0,-0.633428559575278,-0.600444947054222,-0.566116820044582,-0.693789906908215,-0.662902780167761,-0.379027387974179,-0.605155807514487,-0.63993465220963,-0.648427176323083
1994,0,-45.1210190135213,-43.6689012693188,-42.3060291283305,-61.1180580301867,-91.7140896656535,2.73240296518176,-78.5987525311075,-68.0697131460232,-55.1881597404388,0,-0.412925343031056,-0.40226443774443,-0.392673491573764,-0.722104150850525,-0.880862814091306,0.0792816206549072,-0.728630292772085,-0.621663230885972,-0.500374157447714
1994,0,-14.7479683914918,-14.5832247038796,-13.9069030759021,1.89006304529765,-41.4684287601689,-1.15109318690566,-27.1408446466884,-26.5807599654414,-16.6989677906357,0,-0.134966143057252,-0.134336164077671,-0.129080235141602,0.0223309184611939,-0.398281190892164,-0.0333993684480695,-0.251602486606533,-0.242755263035601,-0.15140443127266
1994,0,-0.122621571548762,-1.14949130576582,-2.65334566513958,20.4035722620128,7.09248590460986,14.3590811445151,2.7423740140036,-1.28401900199444,-0.178161364726561,0,-0.00112217222930197,-0.0105887590565709,-0.0246276601266923,0.241066301800706,0.0681193818268604,0.416633724512429,0.0254224999299216,-0.0117266162057491,-0.00161533457872243
1994,0,-33.5029763135861,-29.1414735180107,-26.5932411323948,-32.519284682675,-77.8678533265661,0.195348782106758,-83.5582378327937,-69.6303034490225,-43.4259526393649,0,-0.306602738353565,-0.268442257969126,-0.246831505174936,-0.384212313166943,-0.747877416202224,0.0056681127329094,-0.774605974459097,-0.635915701845717,-0.393729824757403
1994,0,-65.6588600221315,-61.5448937420744,-55.5917058473714,-60.1287960745652,-90.8162959724817,-4.55575523145331,-83.9522025918524,-74.6416016582379,-68.1517982002148,0,-0.600877548655143,-0.566932562019608,-0.515987666235751,-0.710416113182836,-0.872240005077732,-0.132186819681871,-0.778258127304922,-0.681682603037014,-0.617911500643707
1994,0,0.669379800160409,0.628576282010871,0.401013524302168,0.5065899271772,1.0090528371943,-0.873176796806882,0.66692393140309,0.336323874761404,0.37424801135202,0,0.00612583424847891,0.00579025066610135,0.0037221025938968,0.00598531270435726,0.00969139120257386,-0.0253355279039178,0.00618255333254328,0.00307155968411009,0.00339319220349964
1994,0,-3.71876077698599,-3.43538066921225,-2.63225519996206,0.642620494613445,0.358463852294387,0.199831668912774,0.0696522905066579,0.0801670305664035,-1.19713909490731,0,-0.0340322670688625,-0.0316456662102848,-0.0244319039479441,0.0075925011614864,0.0034428459011385,0.00579818524992917,0.000645694329614538,0.000732144928031865,-0.0108540938632357
1994,0,-57.5699261775152,-53.2353623242319,-48.1907807431687,-32.3499966535919,-54.8297864231291,-12.8522701383693,-72.2786458524648,-77.7673743271741,-69.3892190316151,0,-0.526851610066681,-0.490387723780992,-0.44729421611951,-0.382212190904717,-0.526609598817072,-0.37291308004301,-0.670041307179881,-0.710229483089489,-0.629130816685994
1994,0,-18.5484578394701,-19.7893727809597,-20.1745411629314,0.787214644910293,-9.78598216627587,1.523111024212,-8.84549092219348,-8.00617653580001,-13.0871902722292,0,-0.169746350670074,-0.1822935930069,-0.187254811727104,0.00930086755078641,-0.0939889151280677,0.0441935951525548,-0.0819999355307813,-0.0731183567883108,-0.118657549674124
1994,0,-39.8243852972225,-35.7208444641436,-32.4119957316608,-78.9472796250465,-63.8491610093665,-94.3904275432802,-53.6127448059082,-48.830199556404,-47.0464370807798,0,-0.364453159954758,-0.329049392049178,-0.30083966269248,-0.932754739809408,-0.613235674574242,-2.73877102510136,-0.497003688815334,-0.445953688036283,-0.426555649362642
1994,0,-28.1218941579549,-30.6333078183074,-34.9904640706097,-27.031898925265,-15.5881976378489,-30.5135731541681,-19.2623718373301,-17.3227421688108,-19.5365820250347,0,-0.257357724752998,-0.282184575008789,-0.324772331071641,-0.319379362637221,-0.149715967175207,-0.885361918597388,-0.178567053284514,-0.158204161098286,-0.177132211259835
1994,0,-47.3036814943646,-47.4393495486179,-44.3692087771989,-85.6916296477759,-87.6576082979319,-6.42841049996556,-83.8492471159387,-76.8129037040253,-51.5506394603881,0,-0.43289999505195,-0.436996643342246,-0.411823385174215,-1.01243860580849,-0.84190256702451,-0.186522562435585,-0.77730370403303,-0.701512547701506,-0.467393874106328
1994,0,-36.7361617800985,-32.8547120152082,-32.7429936921588,-28.3094415560902,-42.222485807638,-32.0887451975567,-40.9114909109346,-38.2651554327103,-45.8048258407566,0,-0.336191259336271,-0.30264746471509,-0.303911899145074,-0.334473409574245,-0.405523489379131,-0.931066082295602,-0.37925985642557,-0.34946584989454,-0.415298340167587
1994,0,-0.978457923826311,-2.14388400410544,-3.85446560770096,-13.1330690072924,-6.55297189761002,-0.0723608587203239,-5.42511743490844,-5.89749881184277,1.46426539646336,0,-0.0089543650092734,-0.0197487976210354,-0.0357761411201169,-0.155165984476933,-0.0629376499012637,-0.00209957543760257,-0.0502922091970329,-0.053860343992511,0.0132760463019812
1994,0,-29.3160769634545,-28.1626059093215,-27.1132683537182,-34.2266101521928,-27.1914668731427,-12.4277191495355,-24.0418110469803,-26.0379985354828,-24.4268947890546,0,-0.268286297630639,-0.259425231737869,-0.251658261760647,-0.404384204227073,-0.261158913711782,-0.360594585708794,-0.222873662212379,-0.237798362109274,-0.221471180713807
1994,0,-1.97290915367195,-2.12222234622561,-2.44032710049052,-6.52088920096721,-6.76003922720377,0.568494741509035,-10.7769545715928,-9.91046990056402,-3.9335762632032,0,-0.018055092878221,-0.0195492571156789,-0.0226504775530916,-0.0770436972478591,-0.0649264164181343,0.0164950722916635,-0.0999050915163483,-0.0905097796543711,-0.0356645323510289
1994,0,-4.88722105289566,-6.24928194529117,-5.5547440184402,-6.46615174290257,-6.97315345805401,0.399958940891729,-5.69014128925661,-7.43256559113327,-7.9421957024451,0,-0.0447254400245437,-0.057566456103973,-0.0515576803935668,-0.0763969792900345,-0.0669732600579066,0.0116049475254494,-0.0527490472811853,-0.0678797151567805,-0.0720094582168836
1994,0,-29.0414640414205,-28.817791738607,-28.1277148435679,-5.39549804135743,-10.5561724016557,0.203644664542229,-8.34449049145399,-13.5711380457178,-27.0651011362756,0,-0.265773175420397,-0.265460601339001,-0.261074088615389,-0.0637473057413859,-0.101386163910622,0.00590882064189197,-0.0773555349675004,-0.123941722895204,-0.245390990404374
1994,0,-26.3027078317214,-23.4291008913314,-19.6764121834894,-46.1007448032198,-40.4171467903431,-4.31316023318192,-39.0766041450589,-39.0275762745298,-32.3571978438954,0,-0.240709427480007,-0.215821644762348,-0.182631308892124,-0.544675996794005,-0.388184212361165,-0.125147841584271,-0.362249992548984,-0.356428843888706,-0.29337281193387
1994,0,-25.2200243867553,-23.3676563512956,-23.4288273566779,2.82208446928734,-4.16171221518795,-3.09138459152598,-7.58084364919088,-6.53481748994028,-24.207768785458,0,-0.230801241834361,-0.21525563662769,-0.217460244584025,0.0333426645904993,-0.0399709308206925,-0.0896975971724892,-0.0702763358156763,-0.0596808120129969,-0.219484432289141
1994,0,0.380283811121371,0.491264992330978,0.405406523350408,-0.574728221266294,-0.354705634000851,-0.269627090007247,0.528761613176277,0.650837683060274,0.968027219783285,0,0.00348017014219899,0.00452538145406435,0.00376287726148661,-0.00679036028897304,-0.00340675030498657,-0.00782332362416358,0.00490175373792083,0.00594393362530613,0.00877680659698808
1994,0,-20.4783406628885,-23.2555404771738,-26.1297822828426,-0.440364873484121,1.32657161510912,-0.0648009239733012,-3.23164587491843,-12.7350517943641,-18.4506744539504,0,-0.18740768776512,-0.214222859805858,-0.242529801412988,-0.00520286987643803,0.0127409824405233,-0.00188022130630246,-0.0299581736878787,-0.116305961610287,-0.167286619587582
1994,0,-5.03716264292644,-7.17957703383657,-9.76673046271271,2.15771408400952,5.02949865379259,-4.39815303169578,7.67174995871905,5.20064018536507,-0.723894967135077,0,-0.0460976316073518,-0.0661360472741782,-0.0906522363613895,0.025493190500954,0.048305536846072,-0.127613937140469,0.0711190602711328,0.0474961128949366,-0.00656333416378517
1994,0,6.5065753061733,4.64184308468134,1.68587375428999,0.941908348612557,1.38979442539996,0.766338707851471,1.73128880834152,1.70881397531604,3.59057234937212,0,0.0595449725870306,0.0427592255422536,0.0156478390217509,0.0111285592208764,0.0133482023648617,0.022235583661435,0.0160494846377575,0.0156061597409586,0.0325546208194303
1994,0,-24.2028693275571,-26.6655307364621,-30.2595105312004,-21.5122465506344,-20.3895484026405,-0.0383327957124327,-20.7255848273954,-17.9234197665965,-17.556415356873,0,-0.221492739701257,-0.245634637398035,-0.280860858331954,-0.254165185036812,-0.195830270457636,-0.00111223937575876,-0.192131407361473,-0.163689995530396,-0.159178645987003
1994,0,-7.75280439044287,-8.90887257800522,-11.1239036951235,-0.469345945066666,-0.787514415304596,0.597308980065882,0.319190978666623,-0.459788999568619,-1.51680378357083,0,-0.0709498473741688,-0.0820657839872403,-0.103249163154604,-0.00554527853208471,-0.00756363789393268,0.0173311274269543,0.00295898101110476,-0.0041991350012668,-0.0137523957817645
1994,0,-51.1919660392517,-50.566458326864,-45.884028629208,-64.6588866787067,-65.1487296928615,-77.1183122073493,-65.3265912580288,-62.6884028562821,-61.929838758085,0,-0.468483660150886,-0.465802604057604,-0.425883546637001,-0.763938710830881,-0.62571730887734,-2.23761460219432,-0.605594004756008,-0.572517104268046,-0.561498898227318
1994,0,-2.17597678905556,-4.6852496549146,-6.87431890253162,0.342398852416609,1.08785520359458,0.0507450403571298,1.34359816203977,1.14546542298927,-0.278622928374258,0,-0.0199134678624862,-0.0431590734674764,-0.0638056291565538,0.00404541048170038,0.0104482440970141,0.00147238496333732,0.0124554944022504,0.0104612419064569,-0.00252618883627548
1994,0,-5.25358566118475,-6.17995988391768,-6.575771938705,1.48299658453865,15.8529140446485,-0.153129016152203,10.0454480964735,8.49407983509263,3.48638163709144,0,-0.0480782284779001,-0.0569278826745726,-0.0610345943631692,0.0175214662230203,0.152258421010597,-0.00444309156611917,0.093123841687734,0.0775742524778887,0.0316099555122971
1994,0,-24.1528414145238,-24.9304070521009,-24.3259292025647,-52.7523966474405,-64.0555577054191,8.52450335272336,-43.2785436058025,-36.7847319627153,-33.7307677058252,0,-0.221034908880898,-0.229651213656688,-0.225786909160676,-0.623264642466483,-0.615218000028998,0.247341424267977,-0.401203032907741,-0.335945522058544,-0.305826549575988
1994,0,-19.0988845508413,-19.5212921275733,-19.1106827371618,3.92328631278879,1.7355469700018,-0.710095627105619,0.191883527545783,-2.7433639717128,-5.08274832909606,0,-0.174783584836668,-0.179824116785376,-0.177380356213449,0.0463532615849898,0.0166689632264424,-0.0206036711474404,0.00177880877687581,-0.0250544395051676,-0.0460837238395295
1994,0,-17.6102491831852,-16.2421619886288,-18.3592141307811,-13.2772011673327,-7.79119887930934,-6.60372576032038,-7.48137081568983,-7.93962210388836,-18.4183570842275,0,-0.161160327133791,-0.149617782224811,-0.170405421256057,-0.156868892494474,-0.0748301312807295,-0.191609395579738,-0.069354197518786,-0.0725105322322821,-0.166993607885034
1994,0,-50.938326374716,-47.9580242644161,-44.9711421410599,-159.735464514177,-106.965887205287,-80.1714219881012,-88.332327404191,-79.3760410896769,-61.5897040873146,0,-0.46616247486353,-0.441774514707409,-0.417410373141463,-1.88725960348337,-1.02734784545006,-2.32620164244417,-0.818862990888851,-0.724921024022695,-0.558415001244596
1994,0,-5.80213955251671,-4.56100099207087,-4.28745869488419,-2.68875021117477,-29.7597017674502,-4.24533086037512,-25.21461823527,-20.7236121273654,-10.0386834215365,0,-0.0530983235178945,-0.0420145331413738,-0.0397950696481475,-0.0317673327763552,-0.285825381257764,-0.123179748783665,-0.23374588114016,-0.189263434136836,-0.091017670865641
1994,0,-47.8533150729954,-46.09272324415,-44.8207259772433,-105.349057491548,-106.343791092554,-6.05616648195053,-86.6178964484201,-68.4326301556928,-55.883760658932,0,-0.437929970858337,-0.424591937533922,-0.416014249670366,-1.24468928095301,-1.02137295833626,-0.175721773019313,-0.80296978280331,-0.624977658850296,-0.506680958130106
1994,0,-52.9282747588665,-54.3672907078427,-52.9182660345112,6.39825047727431,-20.2319481890782,1.31069215429888,-39.9398897843051,-50.5497507658765,-51.2680306036734,0,-0.484373502386938,-0.500814698620409,-0.491173497488226,0.0755947321745592,-0.194316608073525,0.0380301878956477,-0.370252868521105,-0.461657908182787,-0.464831546077437
1994,0,-49.328813577176,-48.8306884643154,-49.6624399546948,-55.8982312618354,-84.2117949858535,-2.385973867836,-76.4406352544473,-64.3669169677218,-51.1073111410408,0,-0.451433006456846,-0.449813227922271,-0.460953771811767,-0.660432384802502,-0.80880744694017,-0.0692298601241317,-0.708624000401133,-0.587846543123868,-0.463374351887986
1994,0,-34.9800511414833,-32.3071458965206,-33.5194438233989,-2.46917847024534,-31.0159775958477,-0.581368690787925,-32.1648232254899,-26.4863322555171,-37.7334054721217,0,-0.320120199690358,-0.29760345466539,-0.311118706078953,-0.0291731131521598,-0.297891211769862,-0.0168686143994952,-0.298176037265674,-0.241892878980732,-0.342117241443568
1994,0,-31.671665395497,-29.1486972588409,-26.2360108119506,0.248654519714439,-56.3825780866271,-3.64394161438075,-51.2581644702076,-48.2946105777255,-36.8388589240791,0,-0.289843482787509,-0.268508800839659,-0.243515786821901,0.00293782994094571,-0.541523298984546,-0.105730231024232,-0.4751761342536,-0.441062291267826,-0.334006661613043
1994,0,-2.51112809122967,-2.04255903957405,-1.82928323353959,-30.2984624093059,-15.0083194351449,-22.3737984207863,-11.6403870886763,-10.0294870162297,-6.99825893391213,0,-0.0229806075114396,-0.018815423327157,-0.0169789282802321,-0.357973505299242,-0.144146559602978,-0.649183528787507,-0.107909329083128,-0.0915967324449131,-0.0634510723699913
1994,0,-24.3414444820438,-22.3889971619508,-20.4766838629531,-15.737004388932,-29.3358176952201,1.67681999787672,-25.676222222138,-30.5074619711757,-33.2931619927942,0,-0.222760911264157,-0.206240530291095,-0.190059221202905,-0.185931237958969,-0.281754210534985,0.048653514387246,-0.238025066715825,-0.278616825289795,-0.301858912478067
1994,0,-3.74512928589043,-2.46452480142625,-2.9735310257411,0.312466031251945,1.14673569111713,0.180703024845539,-3.3107097200533,-3.46805683101008,-3.9957810294073,0,-0.0342735786753517,-0.0227024416629752,-0.0275995368565273,0.00369175699357753,0.0110137584266364,0.00524316100134421,-0.0306911155065864,-0.0316728735118498,-0.0362285239322847
1994,0,-14.3608492285489,-16.8345495165548,-19.3413156112914,-2.41488711525891,-5.86886484019418,3.99298568818661,-12.7729200463034,-12.9419362926975,-12.6733718423541,0,-0.131423419141727,-0.155074673259882,-0.179521030198271,-0.028531665860565,-0.0563671821581737,0.11585786600485,-0.11840819571798,-0.11819538466953,-0.114905584593952
1994,0,-30.7835565709788,-30.9342793395649,-29.9589200630314,3.3328974082245,-1.88987989566741,2.96594831432134,-11.5619009916609,-19.5237886286826,-32.8338549738788,0,-0.281715948236413,-0.28495703175161,-0.278070856266015,0.0393778717846235,-0.0181512451277768,0.0860580200411416,-0.107181743135447,-0.178305753867434,-0.297694516280031
1994,0,-40.8722349478149,-41.9771030796754,-37.755690491583,-71.4149378988325,-55.862472008177,-10.6402308647451,-45.5223684559147,-42.3463527054403,-48.9913682311606,0,-0.374042563870618,-0.386680115085684,-0.35043843909662,-0.843760825385012,-0.536527969416759,-0.308729992555562,-0.422003856137339,-0.386738377795543,-0.444189744977403
1994,0,-25.8852819829608,-29.9821323106223,-28.6065469045531,-36.5597086736041,-40.6032954619092,-15.9961516580665,-32.3496646511408,-31.5761549310681,-30.2417449001081,0,-0.236889351702511,-0.276186147252239,-0.26551848250294,-0.431949545485499,-0.389972066803955,-0.464133893811974,-0.299889563978902,-0.288376923982243,-0.274192647395928
1994,0,-0.108384026709436,-0.216725362727799,-0.448108528149873,-0.404775364444312,-0.443292064926668,-0.160262523602057,-0.280648671235531,0.249424888828522,0.158757305300625,0,-0.000991877231200598,-0.00199640713754133,-0.0041592260956195,-0.00478238314906712,-0.00425757369668232,-0.00465007276134734,-0.00260168408407639,0.00227793353440292,0.00143940390931829
1994,0,-1.52968166758579,-1.10448279229621,-1.15902956232089,0.846451754423883,1.40990670767319,1.62100013620945,0.734177473180944,-0.418128156893865,-6.68127185205321,0,-0.0139988932237301,-0.0101741545247805,-0.0107578090983959,0.0100007484704816,0.0135413696483793,0.0470338817217472,0.00680601065543353,-0.00381865721075428,-0.060577047493044
1994,0,-10.6113164325997,-9.17013313953141,-7.89858686553036,-1.38560175188411,0.155326335147916,3.74018526402968,0.707601447730071,0.364778360934503,-9.00436777088851,0,-0.0971095417111314,-0.0844724356279347,-0.0733126163549463,-0.0163707553660671,0.00149182304681503,0.10852277393212,0.00655964418546539,0.0033314272080061,-0.0816398473494719
1994,0,-3.14656765788762,-5.53936096018384,-7.85630876444794,0.640444895469424,-0.930847527059805,0.295592129867831,-3.60016862750951,-1.71343127224378,-1.37135577593815,0,-0.02879583745913,-0.0510268831443525,-0.0729202020841864,0.00756679666067081,-0.00894027270144622,0.00857670827011366,-0.0333744727062039,-0.0156483283295041,-0.0124336632019152
1994,0,-52.5998379637234,-51.1538517075737,-52.5804351839669,-54.6407291931455,-87.8828218909074,-8.34271168804348,-75.0449064846965,-67.1995061372099,-51.703641084241,0,-0.481367810599308,-0.47121349055023,-0.488037839938278,-0.645575115236515,-0.844065618307068,-0.242066676003891,-0.695685242095377,-0.613715853474846,-0.468781093013131
1994,0,-0.74823289518839,-0.619107921787719,-0.717398479700328,1.0889494679097,-0.486589801198348,0.20570606708019,-1.3702721417613,-1.01435142407939,-1.51205468082569,0,-0.00684745893748986,-0.00570303105464288,-0.00665870495713798,0.0128658363205141,-0.00467342436864662,0.00596863295219697,-0.0127027689330542,-0.00926381138398875,-0.0137093371203432
1994,0,-30.4898831736466,-32.582815572738,-29.7346353828582,-62.5079883334507,-45.3938207038016,1.37369076874738,-33.9344499324122,-33.1701771970526,-28.4459882667316,0,-0.279028393943897,-0.300142838622474,-0.275989104556277,-0.738526047647117,-0.435982396960773,0.0398581145653722,-0.314580923908778,-0.30293472048493,-0.257911071481221
1994,0,-42.3631246486997,-40.1195697979573,-41.0554094253744,-84.2999764945277,-71.4128938879219,-81.5907425394217,-59.5980865304483,-48.8370426222075,-41.5676971843627,0,-0.3876864521209,-0.369569091921773,-0.381065566757633,-0.995996353700149,-0.685881121448631,-2.36738372099239,-0.552489318709607,-0.44601618400108,-0.376881591150911
1994,0,-41.2128329917979,-40.9067270709571,-36.6205156082009,1.4009636150062,-32.0992275848298,-0.446671364398571,-45.343891873901,-54.3458466127047,-48.3164210740072,0,-0.37715954941798,-0.376820141722336,-0.339902042885755,0.016552254344974,-0.308295225342234,-0.0129603247108545,-0.420349333132612,-0.496326677887011,-0.438070205629276
1994,0,-14.7021517723655,-15.1472226622694,-18.2479143701938,-2.1172447413884,-18.6243393575112,-2.11059596819421,-30.9540515580754,-29.0146368953343,-18.3036001303867,0,-0.134546851924586,-0.139531539162138,-0.169372366003612,-0.0250150489953049,-0.178876419499506,-0.0612396747618884,-0.286951878025244,-0.264983236768504,-0.16595314169882
1994,0,-19.654611297909,-23.4200824664458,-29.2524371615235,-27.6044249749037,-18.5967114796134,-18.987739806603,-18.8580266256448,-15.9507638106521,-16.2169666651785,0,-0.179869322319584,-0.215738569816322,-0.271513466849231,-0.326143704473965,-0.178611069100662,-0.550935862544359,-0.174818671020373,-0.145674234653482,-0.147034274554737
1994,0,-0.928434730209279,-1.23007063245784,-1.14207692182057,0.413823618364889,-1.35296423833194,1.08748178362245,0.3254176617965,0.337792090907693,-0.462040291929425,0,-0.00849657737868748,-0.0113310309389267,-0.0106004591255004,0.00488928742457226,-0.0129944689053408,0.0315536614975609,0.00301670393679784,0.00308496852558975,-0.00418917794810391
1994,0,-32.1311558333377,-34.0727500061103,-35.4564207358009,1.08759050936735,-19.1787701244908,3.59551044472407,-28.2078951315889,-30.057834425993,-35.2424317314416,0,-0.294048512966637,-0.313867654674525,-0.329097218904713,0.0128497803521817,-0.184201418607069,0.104324983822585,-0.261494314176036,-0.274510492245112,-0.319532344745085
1994,0,-10.1203677091813,-9.11091518921093,-8.54352890437122,0.0694379804572451,-11.6442426608632,3.4306145441749,-10.7758462227651,-9.02438558903729,-8.75305810201698,0,-0.0926166207962148,-0.0839269381503789,-0.0792987995886914,0.000820403257742401,-0.11183647349717,0.0995404720205279,-0.0998948168427082,-0.082417398909951,-0.0793612994795759
1994,0,-38.1090415551746,-36.665621259372,-37.113084188041,-30.4952993589673,-39.5491604930881,-11.9268973754591,-40.5664867663673,-36.1357134724199,-32.5584567204448,0,-0.348755178867739,-0.337752384230792,-0.344473935546695,-0.360299115486676,-0.379847686804623,-0.346063068061507,-0.376061580845253,-0.330018202654152,-0.295197564584728
1994,0,4.26400334806168,3.35646311220024,2.99593817958889,3.51795028587541,-9.15921521728643,-2.51227567759546,-5.78222874630242,-4.60621166521242,8.05269921134744,0,0.0390220585367612,0.0309187020372269,0.027807514194957,0.0415642542611831,-0.0879691672302371,-0.0728945509830479,-0.0536027212725297,-0.0420673496860167,0.073011359719345
1994,0,-20.4641229086726,-23.1443453403565,-27.1862876976768,1.66519273811931,-3.81091046606746,2.66924158109313,-4.80632656712364,-4.71395744459374,-7.36297329534654,0,-0.187277573881058,-0.21319856453184,-0.252336008203304,0.0196740967713373,-0.0366016751583954,0.0774489711675646,-0.0445558615243356,-0.0430513642532712,-0.0667578258868712
1994,0,-11.4911006939895,-19.1836762474305,-24.5074997175322,0.0726002844537115,5.16296381730275,-1.91944449582238,1.14997772576941,-1.26403910629998,-2.10442818508688,0,-0.105160893960487,-0.17671410352075,-0.227472199166573,0.000857765584290338,0.0495873954998656,-0.0556933484281359,0.0106605840426935,-0.0115441449430373,-0.0190802064242503
1994,0,-27.3313781039913,-27.8856722980972,-29.4256464845639,-86.5054250103033,-38.6387000108647,-40.2046662305376,-35.1379635451635,-33.1745394382459,-29.0561832672407,0,-0.250123311171676,-0.256874204801684,-0.273121150459647,-1.02205352205687,-0.371103220328273,-1.16655234870696,-0.325737799148841,-0.302974559714872,-0.263443522838444
1994,0,-2.90297303494224,-4.26806723661433,-6.376721235181,3.52593100104139,4.11157038679081,-2.57290763666876,5.21613368238151,5.69938573693057,2.07187408152882,0,-0.0265665794450302,-0.0393161178158231,-0.0591870578213707,0.0416585456659471,0.0394893464509778,-0.0746538083254195,0.0483548770144637,0.0520510280935815,0.0187850483284568
1994,0,-57.8028481726298,-53.3098986624615,-47.1040353115596,-98.6327906978604,-104.413041918332,-41.9454236633376,-103.643426196487,-97.1508687080381,-70.9904929817031,0,-0.528983197447351,-0.491074329519125,-0.437207329406807,-1.16533721568376,-1.00282918652202,-1.21706102996594,-0.960800744815385,-0.887253965575823,-0.643649077620706
1994,0,-6.63227583006269,-8.57735848943412,-7.9876687133562,0.0154139514501062,-0.426134872443868,0.0222811355225274,-1.13329020117128,-0.861465977059869,-0.938603266593844,0,-0.06069532187171,-0.0790119785429273,-0.0741394507552042,0.000182114397640592,-0.00409278840679502,0.000646494882624345,-0.0105058864738133,-0.00786754781011834,-0.00851002861679825
1994,0,-33.2475197043887,-32.9963448572113,-31.785219455639,1.92567423709645,-18.6425656448224,-2.15528846428857,-24.6231202657404,-27.8753845661328,-32.5236400361725,0,-0.304264925283546,-0.303952142733049,-0.295022089315538,0.0227516613683384,-0.179051472850522,-0.0625364430521533,-0.228262545529434,-0.254578737454008,-0.294881892361921
1994,0,-0.159405547990241,-0.356958069784378,-0.411865207205129,-1.86001161382973,-0.988129686545388,-0.465937063315811,-0.318158307778854,0.0922208869224492,0.209965273084121,0,-0.00145880106486954,-0.00328818754460019,-0.00382282507489428,-0.0219758636034092,-0.00949043597936396,-0.0135193256534943,-0.00294940789108617,0.000842229706424567,0.00190369088418368
